"NODE_ID","ARTICLE_ID"
101305,9024
9705384,11693
9910310,15774
9906449,32308
209282,34006
9503458,22165
9409285,1886
9902281,28755
9808277,1703
9908275,16672
1022,24013
9608226,13779
9707493,18212
9904286,13104
9904494,4098
9506455,5629
9507393,1528
6158,8890
9607325,9547
9701329,21002
9710499,27791
9610489,11714
9905311,923
9404280,1023
9907432,8162
9205237,3621
9705401,4027
2160,18031
109279,22720
9803327,18080
102033,7411
9503436,1907
9810306,21981
7196,2699
9406419,3476
9407402,6606
9905368,19816
9505347,2357
9209244,786
211077,29324
212046,31339
9809288,23250
9907215,32873
9904487,30844
212153,31137
209178,22072
102195,25385
211135,34369
9907303,19445
9904386,22904
9911518,22977
204128,26368
9302249,6784
111254,17206
9611434,2205
9709300,11304
9805395,16054
9903233,18067
210426,32924
2023,22801
9612218,33262
9602310,6000
8255,91
9407259,10202
9508202,4468
9712228,12254
105146,19629
9812275,1099
301051,28044
9609302,18876
9903532,17278
3223,22230
203260,22586
9901232,33328
110383,18925
1269,23815
301273,32557
101150,957
202266,7408
9601361,8653
9401354,366
9505250,3532
9706295,23800
11325,33796
9811227,5016
9712356,30912
9712365,33245
9402204,9872
101042,13703
9302241,24945
211344,30381
104044,21539
102162,23907
209277,24131
9602346,29088
112259,21536
204060,13677
9903287,860
9310233,1326
9602355,14502
9909510,13253
105207,13089
301236,33883
111306,25012
12361,22025
5031,5372
9502270,2056
9312213,5535
9408216,18062
9206230,1198
204287,25906
9710385,26022
2226,20255
9702236,14693
9403206,20754
9902476,3464
9708320,19809
9611380,8560
9293,29682
9806277,11755
9903444,21395
9402303,15987
4095,4872
9410256,21050
9904445,21413
9706423,8660
11113,34113
103169,20065
9902280,9357
9811256,5586
9507250,6846
9711295,19434
6245,20739
9906317,29665
105027,15183
9702255,11994
106192,22183
211340,28157
9405207,183
9508389,12994
9406218,21801
205249,30573
9705424,30783
112108,18608
9610346,26789
9707215,1571
9212295,4960
9807237,2140
7010,15660
9208254,7952
9405418,1228
9301254,7163
9808369,25370
9307231,8877
9801435,4377
203171,8913
111285,20921
205232,30111
9344,32952
9808255,7854
4121,25343
209333,17378
9605465,4095
111221,26665
9703303,13033
9809527,16643
8232,13397
211101,25694
3045,16352
108014,21514
9809335,24873
3207,11959
9602240,21655
204014,20198
9505208,29640
201284,21950
9307335,27795
9409353,5977
12349,31688
9812478,7657
9503395,20223
12355,30745
7127,15191
207273,29904
9611461,23490
204270,16319
102146,2617
9710209,1547
9906374,3135
209214,26545
9701283,2421
9308350,27739
9905470,1657
9707485,14976
9208249,4686
106258,6723
3178,8742
9507339,9430
9701389,11284
9811316,5289
9811288,16348
9512396,2629
9907426,19259
9208259,20943
1308,22218
9409408,5219
9508368,19079
9310341,11969
111389,26410
9911493,26781
9903553,15787
9909469,1592
12073,11743
12159,31814
9708201,11454
9805489,19159
3205,24815
9602304,18603
207183,11778
9306251,1165
9610367,6127
9402223,12429
212279,29107
104268,23812
9904440,10780
9803288,15486
9709391,26276
212112,27607
9405372,20393
9907290,16600
9611331,11604
9903268,9190
211240,33497
9806501,254
9608327,19783
9309250,32079
7347,18881
9709205,11626
1139,34293
9411366,2075
9704425,19586
9906245,22646
9910410,26277
212132,18710
9706392,16749
106323,20169
9404335,460
9712359,6208
9405376,16079
208161,31819
9705478,22008
9902326,17511
9806417,15583
206112,22347
201244,19185
202020,24996
9809532,23172
301222,34064
9802220,14222
9608313,8019
9807252,29850
9505268,11898
9606280,5728
9503205,18995
4082,34066
9711465,33447
111320,34360
9504419,26167
2028,31665
9508284,12194
9612239,17603
5030,7775
9602314,8655
9601251,33855
103157,10948
101031,20354
9809478,20879
9506352,14166
9901249,23059
9601346,1812
11318,23917
9701352,14505
9707444,26705
9407286,7845
9806432,985
203166,22238
9508328,31528
206099,24632
9408227,20755
9608362,26643
9411301,5927
9512340,5465
9402299,8315
9908234,34390
9704290,18967
9306248,5321
207032,22835
1081,24401
112090,29675
9810486,18683
10340,32276
9606343,20451
9406232,17165
9407254,12257
9810498,22407
8258,6770
