"NODE_ID","ARTICLE_ID"
9803028,2610
105161,16964
203224,20342
9904093,19097
9607099,5319
9801046,4602
1075,3889
203160,18686
9409111,264
9508149,5677
112135,19420
9608122,11517
9809152,11947
9804032,6528
3054,9078
3202,10071
9307165,14432
9711200,560
9910050,1934
9607019,440
9210049,9054
9610019,10957
210151,22248
9911207,13265
4023,10516
104092,16521
9702026,10649
9406046,8461
9904106,13203
9605103,10945
9607162,26118
9511079,4224
9403122,9847
1030,2334
9511145,2661
9901029,14832
9704202,7038
9310167,4102
9409141,6622
301229,23348
9309139,24572
9804083,1476
106124,14554
9609175,12315
9512136,25821
9810005,16498
9403162,4438
211019,22444
304114,24059
9404048,25591
9608156,12591
304222,24186
9902021,27390
9908175,861
9904149,3415
9806112,13565
9902108,12983
207064,21340
9203021,24476
9911230,2432
9807053,20099
8152,13284
8172,13344
9509149,7662
9602009,7891
103232,16309
9806154,18790
9404060,293
9501101,6109
7080,12689
9912222,6538
9506109,2621
9410044,25146
102008,15707
210002,22085
9610055,10946
9502112,25393
9907165,13192
111137,22516
103181,16248
9510019,26421
107106,17666
210138,22237
212015,22754
9511204,298
9905173,4180
9401026,24718
9512105,11219
9710231,1178
302075,23454
303160,23823
9908185,27604
11124,14676
9205050,17535
9602052,305
9604120,18749
110103,18661
9411164,4983
103240,16330
9601091,1721
9212006,2865
9601095,3613
9804075,7147
9511056,12415
101077,15476
9403050,1359
11067,14576
9210143,14647
303036,23682
210240,22351
9610081,15678
208132,21705
3299,9369
9407010,11562
10245,14368
6184,12439
204033,20416
201059,19620
203151,20270
109200,18497
9712213,1626
9912185,7548
9812160,3627
9804005,14085
103163,16211
208048,21622
9810150,8184
9703153,26510
208020,935
7145,12821
107059,17579
9510110,26802
9810039,27257
109110,18375
9604186,9757
201206,19844
9511002,1058
109208,18505
9805196,27068
9510210,6526
9906194,613
9611215,1196
9910134,2677
9511177,25790
9711047,4871
9412056,25747
9611238,1414
9611034,16493
108232,18231
9906060,19814
212082,22823
209170,21988
9912127,18438
9903267,6706
103023,16018
9412172,25324
9808192,1830
108202,18194
9911191,13753
9802087,11886
9703150,2803
9502039,25378
9901015,27378
9206114,5958
9611127,2251
201080,19439
210305,22418
203162,20285
211050,22474
9707188,1300
9609109,10261
9303042,14936
202105,19118
9609124,991
9705064,5220
9712243,7462
108047,17938
212163,22905
9504135,25484
110084,18643
9410023,9742
9209076,8609
3251,10226
9608189,9704
9611079,685
9812060,1684
9707247,3178
9912244,8411
9809081,9709
111102,17931
107215,17806
9310190,24615
9409009,2637
9702171,12249
202163,18070
9505157,2521
112091,19360
209182,22004
9504021,20656
9204100,22415
9504024,10891
105113,16916
9901070,27382
202192,20095
302059,23440
9711127,1919
9801149,5897
9309128,6884
304173,24131
9807091,8950
9711189,7228
9907082,2431
9612193,15497
105252,17060
303214,23880
9303061,24805
9211004,25291
9607079,26107
303134,23798
9810130,4914
9211076,15408
108158,18137
9411221,16992
208113,21688
301100,23208
9402003,24748
9503194,8644
201185,19802
5025,9190
9810037,27625
9502147,25401
9511036,25765
9612018,9384
9309034,1802
201260,19895
9811150,10399
112223,18035
9502005,25371
9804060,3234
9805104,817
101097,15492
9601129,12505
9806116,27090
9902178,17315
9207079,9096
9308108,14077
9504022,4420
9401167,20820
208115,21690
9307181,12067
302060,23441
9708071,26705
9709213,12493
201006,19565
9604196,5924
9606003,9566
9810148,2674
9611052,20340
11012,14471
9307166,6167
9608079,326
207200,21482
201087,21473
212221,22967
9807016,8696
9407036,15740
209217,22036
9907193,27568
9712231,15074
108113,18021
9406065,24942
105270,17077
9802173,6816
9603061,1567
9809011,23665
9704046,8725
3138,9679
9808121,17215
203089,19828
9807085,5645
9303047,5905
9212010,8027
9511120,18866
210057,22142
211259,22682
9510056,25932
210107,22198
11172,14314
9508055,11733
7033,12622
105030,16899
9606011,14141
9906181,20702
110064,17285
9702165,834
9807084,27127
9502157,5378
9309017,8817
9809135,12666
9612230,26392
9904175,10859
3136,3508
4127,10838
211049,22473
207280,21576
9705119,26579
9708089,4219
9604057,3088
106022,17169
9906150,27533
9901151,8205
302187,23575
101096,15491
105139,16945
9901012,1492
2112,7789
107210,17800
9412227,17248
9707142,5455
206038,18689
9603024,5428
9910035,3820
9510178,4641
9412013,25276
6248,12556
9209031,13498
9609004,10688
203125,20243
9611043,1121
9711030,3195
9506050,6140
209204,22025
9309033,5867
2244,8670
11065,14572
9404169,24876
9605107,5436
9403018,9218
9809137,19911
9812219,1031
9707034,12343
9701128,10587
9302016,24388
212263,23008
9310128,11530
103084,16108
9601156,10565
9509141,3724
9801051,2192
203096,20592
9804191,27040
207198,21480
205044,20722
9303115,11936
9903264,18408
9610171,6480
9701040,17669
9601082,17678
9912093,6341
5236,11827
9703001,18157
9811058,17834
9903256,4858
9307061,19636
9407056,2700
9407022,9477
202032,19935
9501100,25357
9707161,26672
9811029,27305
9906213,27541
301178,23291
9710149,3989
106143,17345
9503016,4419
9212016,9049
210185,22283
9609215,26226
9212147,1100
9602066,18155
6016,12014
9811107,7012
9306090,20090
9209029,15575
9610086,26245
9809211,27248
9206059,4970
9602124,25892
9501030,10
9912264,6539
203071,19829
9411001,25302
9709001,5882
301034,23131
108185,18179
9706107,7540
9704090,20551
5167,11628
110210,18799
9708117,3453
9312118,6259
104120,16570
9603174,8749
9206083,18214
111156,19100
1163,5762
9201009,20588
101102,15501
104179,16640
9811242,27339
9712033,12683
9503091,15349
9307129,24502
107246,17853
9610169,26340
107027,17531
105175,16980
109023,18277
9907038,4509
9909063,13676
9412031,16680
9812110,1011
9903164,2395
9307149,24507
9608111,329
9705229,5875
9907173,27565
9503191,25442
9402078,11925
9403168,5848
9405154,17445
207234,20307
9210123,597
10117,14158
9805178,1073
5092,11378
303166,23829
210067,22158
9903107,1375
9707119,5613
9705024,717
3029,8949
9506102,220
11232,14844
9501118,14346
111059,18995
9503048,25418
9207068,24789
9908049,27576
105312,17128
304168,24125
9409027,15285
9406205,24983
6235,12534
9803256,27008
107142,17707
9308128,7824
9907197,16758
9812014,5091
9912199,10578
111227,19195
9911176,27717
9303054,11296
9312196,25012
9611059,26302
9608085,425
9509115,3962
9409177,4950
2234,8630
9902106,3363
208169,21745
103134,21757
202151,19826
9801021,7822
9306062,24699
9512206,25835
9609197,11335
211062,22486
9512130,7909
2088,7569
9209041,11875
9502054,15471
9505098,4025
205092,20764
7063,12664
9611039,1744
9704092,18774
9411162,25244
9607031,26096
206130,21146
206138,21155
9503061,14430
9304092,7294
9809172,3292
9211038,21242
9404040,24845
9811222,14477
9603042,322
9701035,6086
9608177,1360
9803156,693
9202015,2772
9606153,8470
9709074,10433
202165,20073
9702155,51
9310004,12153
209225,22042
9905119,19009
1103,4743
9510145,12632
9709222,7261
208035,21608
10193,14279
9812010,9677
303205,23871
2054,7237
112115,19281
9210007,10659
9202005,18855
301169,23280
9212026,4059
206209,21223
110056,18615
101037,15419
110015,18548
9805200,8190
9307137,13033
9701104,18144
2191,8345
110079,18636
9708170,3877
3026,8909
304079,24023
9801086,26923
9612091,1438
9909082,6092
9207,9325
304058,23998
9206062,26653
9507050,21
12064,15070
9409013,4697
9407013,9968
9612137,16626
9908187,5992
205204,20888
9801184,2193
9211054,2092
9903079,3382
9811079,3819
5113,11448
9910036,4166
9910048,10599
9704211,26560
3046,9041
210169,22268
302172,23559
9606151,26081
9709137,6191
9412157,7360
9807049,13781
1178,6065
9502009,6704
2254,8774
9304046,5600
9806040,4143
207181,21461
9803033,3456
207017,21290
9704134,4317
9805080,6206
9602123,7092
9501095,23264
9411015,14239
9607243,4902
9801039,14902
9208021,24258
9811216,9137
8156,13291
9305109,4068
9501068,167
9403172,15103
104117,16568
105122,16927
209049,21852
9510038,5008
4192,11092
11130,14682
9609008,17124
207004,20786
9910139,5781
9608129,2480
302179,23567
303173,23839
9090,13615
9701142,4206
9608147,9832
9410019,18533
9405003,14778
10048,14023
9407170,26011
9909026,14378
103115,16103
110030,18571
10087,14108
9709175,14599
9506097,5421
9512041,11776
9304035,8722
111175,19125
9207074,8978
10119,14161
104163,16627
9204,13865
9212017,9050
9712003,26865
1184,6131
9802110,26963
9806025,27072
9312065,16824
105143,16950
9404098,9754
211192,22628
9510227,320
9810068,4120
209158,21975
8011,13041
3167,9809
9812147,8667
9611222,3158
202209,20112
11205,14801
9604049,25961
9606103,26071
210075,22167
9508105,16823
9405041,22622
2188,8313
9411089,18845
111219,19186
9308048,2519
9712214,675
106008,17158
9708062,2882
5042,11234
304171,24128
9807210,9664
9803215,27000
204061,20362
211276,22721
9808095,2915
104257,16747
9707036,26651
9701141,19312
9902071,795
9508122,25651
1022,1769
9409173,7795
9705126,21114
9303116,8279
9805125,2355
6158,12366
2160,8157
9908131,8771
102033,15745
9508157,25660
9301032,24903
9804159,3003
304009,23955
9903196,2656
212046,22788
9907215,8672
9506213,25585
212153,22896
209178,22000
9409130,10348
9308073,6930
102195,15965
211135,22561
204128,20519
111254,19222
9611197,387
9903233,27446
9304025,13904
2023,6913
9512098,7550
9802179,5261
9612218,8889
9604023,14507
9503195,25679
9509151,300
9812038,1173
9603006,6202
9308074,25677
9803189,7234
105146,16953
9709061,4223
9712228,26903
9704022,5777
103206,16274
9304149,5302
301051,23148
3223,10148
9411046,25214
203260,17843
9412124,13603
9710118,26811
101150,15572
9701133,26427
9507029,10200
9801069,26920
9601008,25842
9811227,27338
9804053,5495
9709194,24124
101042,15427
102162,15930
104044,16447
9610085,26244
112259,19552
204060,20444
9911125,12760
9207015,4434
9508107,280
9508025,17775
105207,17027
301236,23355
5031,11208
9312213,5840
106263,17478
9307032,25096
9409168,4076
9511185,10475
9705023,4210
9901106,3343
9310089,10324
2226,873
9908122,27599
9504029,2520
9308105,7469
9912106,13473
9212047,23670
9201016,5729
4095,9340
11113,14657
103169,16226
9712088,10396
9811256,8606
9703196,2606
9310105,7614
9908128,8067
9609153,11563
9701098,26418
6245,12552
105027,16797
9309127,8366
106192,17406
9510067,25722
9505132,25531
205249,20929
9706121,3173
9707215,6964
9807237,27160
9608164,26170
7010,12576
9510111,6250
9606022,12981
9710050,22081
9302108,24359
9512191,2284
9803056,7048
9212085,6298
205232,20911
203171,20290
111285,19266
9408061,14687
9405040,24888
4121,10834
9404101,1054
9706111,26618
111221,19188
211101,22526
8232,13436
9810019,8951
3045,9040
108014,17901
9704067,6189
303246,23914
204014,18405
9401166,10028
9706068,7881
7127,12792
207273,21569
9510197,8361
102146,15912
9710209,11041
209214,22035
9312179,11753
9806108,4789
3178,9838
106258,17471
9401131,9214
9604063,6203
9912078,13692
9301078,13225
9708006,11944
9812163,807
9701163,2023
9303023,24366
9904145,925
9312055,8422
9806002,18126
12073,15083
9512083,4512
12159,15207
3205,10076
9708149,7885
9504071,13209
207183,21464
9810133,27281
9812035,606
212279,23023
212112,22855
9401133,3646
9707057,2702
9808186,27198
9402090,24947
9710044,26791
9911193,6438
9408117,23282
9903268,27451
211240,22676
9304033,17339
9407063,24995
9306072,9271
9506167,11410
9703071,10734
9709205,10538
9611017,4204
9905061,13398
9906245,27545
9807123,6240
212132,22876
9904042,9798
9712189,2040
9312062,11699
9211069,26746
208161,21735
9305003,6121
206112,21129
201244,19882
9402125,4626
301222,23340
9512116,3644
4082,10750
9503205,2459
2028,6944
9906007,1708
9311112,8868
9701109,5360
9711048,718
9612239,26395
5030,11199
9303081,13643
101031,15397
103157,16205
9709046,26739
9712026,6327
9610100,7217
9501087,9984
9306037,11497
203166,20272
206099,23290
9810016,27253
9911013,12257
9306068,7806
9905112,5640
9312162,14249
207032,21303
9905090,27494
9705142,12684
9812168,27361
1081,4086
9904047,10269
9907192,1653
112090,19359
9801057,508
9602105,4423
9310093,18028
9409172,21991
9712139,8542
202073,18066
211068,22493
304019,23963
9610097,26250
9708084,26707
9210052,4570
1012,1389
9805182,4974
6217,12485
206061,21067
9704153,7886
9811042,3310
9701049,14923
104215,16689
9710130,11536
9508059,25639
9812088,5118
9804160,2753
9203008,99
9902081,4675
9508150,10807
9705208,2998
9206029,5730
9412166,4563
212275,23018
9812154,4275
209228,22045
9507038,8468
9311132,5846
202035,19939
212333,23078
210245,22356
9704119,15089
1090,4366
9512106,6877
8186,13360
9811092,6241
9502111,16123
205079,20755
9909125,9267
108100,18004
9309124,500
107240,17846
7054,12654
9409008,25079
9402058,26481
9412016,25277
9710096,18519
9512172,10633
9911243,9455
111097,19029
9409037,8994
9406172,11939
9703174,10385
205026,20706
101194,15646
211266,22708
9906090,4009
111106,19045
209068,21872
9611040,1814
304049,23991
9704057,1851
9507023,4117
9605184,37
9904012,5146
2202,8410
208147,21721
9511205,13440
208074,21649
103244,16350
9501008,25340
9705012,26563
9305137,13857
9710145,6254
8154,13289
103041,16042
9603066,25921
9608062,26142
9804045,24115
9912143,8952
9211061,3057
107228,17825
9702047,8018
9303172,2446
8067,13115
9702182,5896
9097,13630
204160,20546
9506200,3485
9303128,17971
9401042,1014
9605127,5715
9410026,7322
9410024,5608
9510065,16691
9706038,14750
12117,15157
9812051,3738
9711040,4243
7249,13004
9808044,27167
7065,9198
9808190,8267
1127,5260
9909176,1187
5281,11958
9707259,1262
9401060,19210
11095,9499
303252,23923
9512017,258
9402020,4826
9703161,26512
9706213,4324
204101,20488
9905017,27481
206217,21234
9501090,25354
107168,17749
9303094,24377
9704128,12784
9409040,25084
9912126,27753
210095,22186
106116,17321
9401005,24713
9305100,5837
9808176,24008
10023,13984
9403151,19639
9907142,11082
9712142,26883
9707136,8409
103230,16307
9310159,701
9704095,2033
9705231,21811
205021,20697
9407032,10133
4109,9186
9610237,2877
5096,11389
110125,18702
209015,21818
9207018,6625
12268,15353
1158,5702
111132,19069
301176,23288
9911144,10575
9311045,13841
103047,16051
9909088,6637
2210,8465
9710064,7914
9806013,10286
9910177,9819
9909013,7200
107226,17823
9804081,7434
207080,21356
6247,12554
301005,23099
9903089,7534
202149,20057
9701091,3679
9808129,1525
9607136,26116
9412135,25316
9806213,12936
9904027,11280
211154,22587
208039,21613
9402031,4936
302077,23455
9701165,433
9905144,5190
9408111,25057
9705147,6058
9308121,3476
211004,22430
9203040,4346
11044,14530
101169,15614
9801083,6374
9212103,10949
9604076,9751
9811151,7053
106259,14556
9603021,2522
303220,23888
9811116,5554
9603141,10566
9703049,4207
101103,15503
107061,17581
9508012,12590
209141,21956
207185,21466
9801098,26926
9710018,6048
9411048,176
9605088,2774
9911221,3741
9124,13682
9810153,5271
9505144,9229
205150,20831
9903087,5820
9812078,5898
9609026,1288
9601121,25865
9810049,10238
1003,907
9406060,4574
9609203,3720
10170,14246
9807157,13710
205046,21010
9303093,9121
9601174,21200
207024,21296
9606038,26055
9609146,19398
9902041,27395
202053,19957
304074,24018
7048,12645
107243,17850
9909069,27631
9606135,5022
9703113,26502
103235,16310
3158,9777
201097,19678
9511032,7522
9712185,1345
201037,19595
9912098,11305
108149,18125
9406161,14740
205213,19769
204161,20547
9605230,26046
9802102,9868
9907198,27571
9904122,2212
6210,12477
9510198,25749
301016,23110
206206,21221
9810195,3299
9311072,3930
9505007,25495
9709027,558
210244,22355
203105,20226
9611142,10819
9811221,27337
111096,19027
9306152,21535
9507148,9516
212245,22985
9204039,11152
207233,21513
9404172,20222
9608077,14658
9811040,27306
9903246,3897
204159,20544
9712217,26900
9809188,2644
9408179,25075
9505135,11844
104264,16755
9912165,6475
209053,21855
208083,21658
3220,10142
205258,20938
11136,14708
101010,15367
205176,20861
9311078,5173
9208013,13810
9811012,15806
211105,22530
212125,22677
9211085,18446
9408007,9978
211119,22544
9612108,48
9909216,9537
9802032,3776
9604197,22498
9310002,24576
9210160,11292
12055,15029
9802191,6003
206069,21080
9808052,3278
110153,18729
302012,23386
9311032,9765
1098,4606
9607085,4528
9704179,18913
9903094,3385
9305024,5289
9902196,3467
9708072,15923
210113,22205
8125,13230
9202058,8317
110078,18633
9412217,25334
9804066,2021
9512072,25810
9412188,9240
9911096,4041
9810033,27316
9903257,11059
9911242,10823
9707073,1674
9311067,13820
107021,17527
9210105,11802
301251,23369
9501130,23070
302225,23631
9408089,8079
9605044,13723
9310183,5297
9811032,11255
208192,21768
9708093,6515
103248,16357
9409186,25131
9708009,7260
304188,24152
9610142,3114
9605181,10259
2199,8390
9208072,8932
9802059,26954
9707063,8727
9304075,10960
9711103,5442
9205016,7651
10046,14021
9603085,25923
9402063,14040
9403086,9975
207078,21354
9303139,1477
9907096,4881
9809090,5500
2179,16613
302196,23588
9406177,15998
202089,19994
209235,22052
104232,16714
203271,20387
9103,11837
9810190,13532
9055,13556
9709087,2613
9305014,9691
6146,9390
9203034,24905
9812246,27373
9308131,700
9804007,15705
9308038,18483
11054,14543
9908097,13670
9307104,9099
112061,19334
211279,22724
9711204,26862
9702197,10520
9712102,7520
9602082,3067
9507094,11750
9609195,1669
9903153,8814
8044,13085
9404146,12377
203136,20252
10049,14024
9904214,16206
9703045,14706
203074,18081
105029,16800
9604193,3490
7227,12965
110289,18895
9406092,11139
9903139,987
2143,8062
9407020,17009
9510109,8790
209048,21851
9411075,25223
9512198,25833
302142,23529
9412010,25275
9904141,20032
11091,14613
9708027,12397
9507097,15514
9405151,8202
9407144,25013
9906142,5607
207192,21474
9209099,8718
303185,23852
9504111,11418
9402098,7341
9210110,10386
3066,9140
9808151,7170
9904210,17723
9501105,7298
9401055,8547
9808039,3805
12078,15090
110244,18838
205112,20799
9212076,12362
6086,12195
9904036,845
9905083,4095
9204019,11490
201086,19654
9407097,25002
